x,y,q1,q2
2.0,0.0,0.0,0.0
1.9994965423831852,0.03172793349806765,0.0,1.8181818181818181
1.9979866764718843,0.0634239196565645,0.0,3.6363636363636362
1.9954719225730846,0.09505604330418266,0.0,5.454545454545454
1.9919548128307953,0.12659245357374926,0.0,7.2727272727272725
1.9874388886763943,0.1580013959733499,0.0,9.09090909090909
1.9819286972627066,0.1892512443604102,0.0,10.909090909090908
1.9754297868854072,0.2203105327865406,0.0,12.727272727272727
1.9679487013963564,0.2511479871810792,0.0,14.545454545454545
1.9594929736144975,0.28173255684142967,0.0,16.363636363636363
1.9500711177409453,0.3120334456984871,0.0,18.18181818181818
1.9396926207859084,0.3420201433256687,0.0,20.0
1.9283679330160726,0.3716624556603275,0.0,21.818181818181817
1.9161084574320695,0.4009305354066137,0.0,23.636363636363637
1.9029265382866214,0.4297949120891716,0.0,25.454545454545453
1.8888354486549235,0.4582265217274104,0.0,27.272727272727273
1.873849377069785,0.4861967361004687,0.0,29.09090909090909
1.857983413234977,0.5136773915734063,0.0,30.909090909090907
1.8412535328311812,0.5406408174555976,0.0,32.72727272727273
1.8236765814298328,0.5670598638627707,0.0,34.54545454545455
1.8052702575310586,0.5929079290546404,0.0,36.36363636363636
1.7860530947427875,0.6181589862206052,0.0,38.18181818181818
1.766044443118978,0.6427876096865393,0.0,40.0
1.7452644496757546,0.6667690005162916,0.0,41.81818181818182
1.72373403810507,0.6900790114821119,0.0,43.63636363636363
1.7014748877063213,0.7126941713788628,0.0,45.45454545454545
1.6785094115571322,0.7345917086575333,0.0,47.27272727272727
1.6548607339452852,0.7557495743542583,0.0,49.090909090909086
1.6305526670845225,0.7761464642917568,0.0,50.90909090909091
1.6056096871376666,0.7957618405308321,0.0,52.72727272727273
1.5800569095711983,0.8145759520503357,0.0,54.54545454545455
1.5539200638661104,0.8325698546347713,0.0,56.36363636363636
1.5272254676105024,0.8497254299495144,0.0,58.18181818181818
1.5,0.8660254037844386,0.0,60.0
1.4722710747726828,0.8814533634475821,0.0,61.81818181818181
1.4440666126057742,0.8959937742913359,0.0,63.63636363636363
1.4154150130018865,0.9096319953545183,0.0,65.45454545454545
1.3863451256931287,0.9223542941045814,0.0,67.27272727272727
1.3568862215918718,0.9341478602651067,0.0,69.0909090909091
1.3270679633174218,0.9450008187146685,0.0,70.9090909090909
1.296920375328275,0.9549022414440739,0.0,72.72727272727272
1.2664738136900349,0.963842158559942,0.0,74.54545454545455
1.2357589355094274,0.9718115683235417,0.0,76.36363636363636
1.2048066680651908,0.9788024462147787,0.0,78.18181818181817
1.1736481776669305,0.984807753012208,0.0,80.0
1.1423148382732853,0.9898214418809327,0.0,81.81818181818181
1.1108381999010108,0.9938384644612541,0.0,83.63636363636364
1.0792499568567884,0.9968547759519424,0.0,85.45454545454545
1.0475819158237425,0.998867339183008,0.0,87.27272727272727
1.015865963834808,0.9998741276738751,0.0,89.0909090909091
0.9841340361651922,0.9998741276738751,0.0,90.9090909090909
0.952418084176258,0.998867339183008,0.0,92.72727272727272
0.9207500431432114,0.9968547759519424,0.0,94.54545454545455
0.889161800098989,0.9938384644612541,0.0,96.36363636363636
0.8576851617267149,0.9898214418809328,0.0,98.18181818181817
0.8263518223330697,0.984807753012208,0.0,100.0
0.7951933319348095,0.9788024462147787,0.0,101.81818181818181
0.764241064490573,0.9718115683235418,0.0,103.63636363636363
0.7335261863099649,0.963842158559942,0.0,105.45454545454545
0.7030796246717252,0.9549022414440739,0.0,107.27272727272727
0.6729320366825784,0.9450008187146685,0.0,109.0909090909091
0.6431137784081282,0.9341478602651068,0.0,110.9090909090909
0.6136548743068715,0.9223542941045815,0.0,112.72727272727272
0.5845849869981137,0.9096319953545184,0.0,114.54545454545455
0.5559333873942258,0.8959937742913359,0.0,116.36363636363636
0.5277289252273174,0.8814533634475821,0.0,118.18181818181817
0.5000000000000002,0.8660254037844387,0.0,120.0
0.47277453238949785,0.8497254299495146,0.0,121.81818181818181
0.44607993613388974,0.8325698546347714,0.0,123.63636363636363
0.41994309042880196,0.8145759520503358,0.0,125.45454545454545
0.3943903128623335,0.7957618405308323,0.0,127.27272727272727
0.3694473329154775,0.7761464642917568,0.0,129.0909090909091
