x,y,q1,q2
2.0,0.0,0.0,0.0
1.9979453927503363,0.06407021998071291,0.0,3.673469387755102
1.991790013823246,0.127877161684506,0.0,7.346938775510204
1.9815591569910653,0.19115862870137232,0.0,11.020408163265307
1.9672948630390295,0.25365458390950735,0.0,14.693877551020408
1.9490557470106686,0.3151082180236207,0.0,18.367346938775512
1.9269167573460217,0.37526700487937414,0.0,22.040816326530614
1.900968867902419,0.4338837391175581,0.0,25.714285714285715
1.8713187041233894,0.49071755200393785,0.0,29.387755102040817
1.8380881048918405,0.5455349012105487,0.0,33.06122448979592
1.8014136218679566,0.5981105304912161,0.0,36.734693877551024
1.7614459583691344,0.6482283953077884,0.0,40.40816326530612
1.7183493500977276,0.6956825506034864,0.0,44.08163265306123
1.6723008902613168,0.7402779970753155,0.0,47.755102040816325
1.6234898018587336,0.7818314824680298,0.0,51.42857142857143
1.5721166601221697,0.8201722545969559,0.0,55.10204081632653
1.5183925683105253,0.8551427630053461,0.0,58.775510204081634
1.4625382902408353,0.8865993063730001,0.0,62.44897959183674
1.4047833431223937,0.9144126230158125,0.0,66.12244897959184
1.3453650544213076,0.9384684220497604,0.0,69.79591836734694
1.2845275866310322,0.9586678530366607,0.0,73.46938775510205
1.2225209339563143,0.9749279121818236,0.0,77.14285714285714
1.1595998950333792,0.9871817834144501,0.0,80.81632653061224
1.0960230259076817,0.9953791129491982,0.0,84.48979591836735
1.032051577571655,0.9994862162006879,0.0,88.16326530612245
0.9679484224283448,0.9994862162006879,0.0,91.83673469387756
0.9039769740923183,0.9953791129491982,0.0,95.51020408163265
0.8404001049666208,0.9871817834144502,0.0,99.18367346938776
0.7774790660436857,0.9749279121818236,0.0,102.85714285714286
0.7154724133689674,0.9586678530366606,0.0,106.53061224489797
0.6546349455786925,0.9384684220497604,0.0,110.20408163265306
0.5952166568776062,0.9144126230158125,0.0,113.87755102040816
0.537461709759165,0.8865993063730001,0.0,117.55102040816327
0.48160743168947495,0.8551427630053462,0.0,121.22448979591837
0.4278833398778302,0.8201722545969558,0.0,124.89795918367348
0.3765101981412662,0.7818314824680296,0.0,128.57142857142858
0.3276991097386831,0.7402779970753155,0.0,132.24489795918367
0.2816506499022725,0.6956825506034865,0.0,135.91836734693877
0.23855404163086558,0.6482283953077884,0.0,139.59183673469389
0.1985863781320435,0.5981105304912161,0.0,143.26530612244898
0.16191189510815907,0.5455349012105484,0.0,146.9387755102041
