x,y,theta,q1,q2
0.1166,0.5449,2.6484819079630406,0.07158059210710921,2.5769013158559315
0.085,0.4807,2.7200625000701497,0.07158059210710921,2.6484819079630406
0.058,0.4144,2.7916430921772593,0.07158059210710921,2.72006250007015
0.0359,0.3463,2.8632236842843684,0.07158059210710921,2.7916430921772593
0.0187,0.2768,2.9348042763914775,0.07158059210710921,2.8632236842843684
0.0066,0.2063,3.0063848684985865,0.07158059210710921,2.9348042763914775
-0.0005,0.1351,3.0779654606056956,0.07158059210710921,3.0063848684985865
-0.0025,0.0636,3.149546052712805,0.07158059210710921,3.077965460605696
0.0006,-0.0079,3.2211266448199143,0.07158059210710921,3.149546052712805
0.0088,-0.079,3.2927072369270234,0.07158059210710921,3.2211266448199143
0.0221,-0.1493,3.364287829034133,0.07158059210710921,3.292707236927024
0.0404,-0.2185,3.435868421141242,0.07158059210710921,3.364287829034133
0.0636,-0.2862,3.507449013248351,0.07158059210710921,3.435868421141242
0.0916,-0.3521,3.57902960535546,0.07158059210710921,3.507449013248351
0.1242,-0.4158,3.6506101974625693,0.07158059210710921,3.57902960535546
0.1613,-0.477,3.722190789569679,0.07158059210710921,3.6506101974625698
0.2027,-0.5354,3.793771381676788,0.07158059210710921,3.722190789569679
0.2481,-0.5907,3.865351973783897,0.07158059210710921,3.793771381676788
0.2974,-0.6426,3.9369325658910066,0.07158059210710921,3.8653519737838975
0.3503,-0.6908,4.008513157998116,0.07158059210710921,3.9369325658910066
0.4064,-0.7352,4.080093750105225,0.07158059210710921,4.008513157998116
0.4656,-0.7754,4.151674342212334,0.07158059210710921,4.080093750105225
0.5276,-0.8112,4.223254934319443,0.07158059210710921,4.151674342212334
0.5919,-0.8426,4.294835526426552,0.07158059210710921,4.223254934319443
0.6583,-0.8692,4.366416118533662,0.07158059210710921,4.294835526426553
0.7265,-0.8911,4.437996710640771,0.07158059210710921,4.366416118533662
0.796,-0.908,4.50957730274788,0.07158059210710921,4.437996710640771
0.8666,-0.9199,4.581157894854989,0.07158059210710921,4.50957730274788
0.9378,-0.9267,4.6527384869620985,0.07158059210710921,4.581157894854989
1.0094,-0.9284,4.724319079069208,0.07158059210710921,4.6527384869620985
1.0809,-0.925,4.795899671176317,0.07158059210710921,4.724319079069208
1.1519,-0.9165,4.867480263283426,0.07158059210710921,4.795899671176317
1.2222,-0.9029,4.939060855390535,0.07158059210710921,4.867480263283426
1.2913,-0.8843,5.010641447497645,0.07158059210710921,4.939060855390536
1.3589,-0.8609,5.082222039604754,0.07158059210710921,5.010641447497645
1.4247,-0.8326,5.153802631711863,0.07158059210710921,5.082222039604754
1.4882,-0.7998,5.225383223818972,0.07158059210710921,5.153802631711863
1.5493,-0.7624,5.296963815926081,0.07158059210710921,5.225383223818972
1.6075,-0.7208,5.36854440803319,0.07158059210710921,5.296963815926081
1.6626,-0.6752,5.440125000140299,0.07158059210710921,5.36854440803319
1.7143,-0.6257,5.511705592247409,0.07158059210710921,5.4401250001403
1.7623,-0.5726,5.5832861843545185,0.07158059210710921,5.511705592247409
1.8065,-0.5163,5.654866776461628,0.07158059210710921,5.5832861843545185
1.8464,-0.4569,5.726447368568737,0.07158059210710921,5.654866776461628
1.9795,0.2853,0.14316118421421842,0.14316118421421842,0.0
1.9668,0.3558,0.21474177632132763,0.14316118421421842,0.07158059210710921
1.9491,0.4251,0.28632236842843684,0.14316118421421842,0.14316118421421842
1.9264,0.493,0.35790296053554604,0.14316118421421842,0.21474177632132763
1.899,0.5591,0.42948355264265525,0.14316118421421842,0.28632236842843684
1.8668,0.623,0.5010641447497645,0.14316118421421842,0.35790296053554604
1.8302,0.6845,0.5726447368568737,0.14316118421421842,0.42948355264265525
1.7893,0.7433,0.6442253289639829,0.14316118421421842,0.5010641447497645
1.7443,0.7989,0.7158059210710921,0.14316118421421842,0.5726447368568737
1.6955,0.8512,0.7873865131782013,0.14316118421421842,0.6442253289639829
1.643,0.8998,0.8589671052853105,0.14316118421421842,0.7158059210710921
1.5872,0.9446,0.9305476973924197,0.14316118421421842,0.7873865131782013
1.5283,0.9853,1.002128289499529,0.14316118421421842,0.8589671052853105
1.4666,1.0216,1.0737088816066382,0.14316118421421842,0.9305476973924197
1.4026,1.0535,1.1452894737137473,0.14316118421421842,1.002128289499529
1.3364,1.0807,1.2168700658208567,0.14316118421421842,1.0737088816066382
1.2684,1.1031,1.2884506579279658,0.14316118421421842,1.1452894737137473
1.199,1.1205,1.3600312500350749,0.14316118421421842,1.2168700658208564
1.1285,1.133,1.4316118421421842,0.14316118421421842,1.2884506579279658
1.0573,1.1404,1.5031924342492935,0.14316118421421842,1.360031250035075
0.9858,1.1427,1.5747730263564026,0.14316118421421842,1.4316118421421842
0.9143,1.1398,1.6463536184635117,0.14316118421421842,1.5031924342492933
0.8432,1.1319,1.717934210570621,0.14316118421421842,1.5747730263564026
0.7728,1.1188,1.7895148026777303,0.14316118421421842,1.646353618463512
0.7035,1.1008,1.8610953947848394,0.14316118421421842,1.717934210570621
0.6357,1.0779,1.9326759868919485,0.14316118421421842,1.78951480267773
0.5698,1.0502,2.004256578999058,0.14316118421421842,1.8610953947848394
0.5059,1.0178,2.0758371711061674,0.14316118421421842,1.9326759868919487
0.4446,0.981,2.1474177632132765,0.14316118421421842,2.004256578999058
0.386,0.9398,2.2189983553203856,0.14316118421421842,2.075837171106167
0.3305,0.8946,2.2905789474274947,0.14316118421421842,2.1474177632132765
0.2785,0.8455,2.362159539534604,0.14316118421421842,2.2189983553203856
0.23,0.7929,2.433740131641713,0.14316118421421842,2.2905789474274947
0.1855,0.7369,2.505320723748822,0.14316118421421842,2.362159539534604
0.145,0.6778,2.576901315855931,0.14316118421421842,2.433740131641713
0.1089,0.616,2.648481907963041,0.14316118421421842,2.5053207237488224
0.0773,0.5518,2.72006250007015,0.14316118421421842,2.5769013158559315
0.0504,0.4855,2.7916430921772593,0.14316118421421842,2.6484819079630406
0.0283,0.4175,2.8632236842843684,0.14316118421421842,2.72006250007015
0.0111,0.348,2.9348042763914775,0.14316118421421842,2.7916430921772593
-0.0011,0.2775,3.0063848684985865,0.14316118421421842,2.8632236842843684
-0.0082,0.2063,3.0779654606056956,0.14316118421421842,2.9348042763914775
-0.0102,0.1347,3.1495460527128047,0.14316118421421842,3.0063848684985865
-0.0071,0.0632,3.2211266448199147,0.14316118421421842,3.077965460605696
0.0012,-0.0079,3.292707236927024,0.14316118421421842,3.149546052712805
0.0145,-0.0782,3.364287829034133,0.14316118421421842,3.2211266448199143
0.0328,-0.1474,3.435868421141242,0.14316118421421842,3.292707236927024
0.056,-0.2151,3.507449013248351,0.14316118421421842,3.364287829034133
0.0839,-0.2809,3.57902960535546,0.14316118421421842,3.435868421141242
0.1165,-0.3446,3.6506101974625693,0.14316118421421842,3.507449013248351
0.1536,-0.4059,3.7221907895696784,0.14316118421421842,3.57902960535546
0.195,-0.4642,3.7937713816767884,0.14316118421421842,3.6506101974625698
0.2404,-0.5195,3.8653519737838975,0.14316118421421842,3.722190789569679
0.2897,-0.5714,3.9369325658910066,0.14316118421421842,3.793771381676788
0.3426,-0.6197,4.008513157998116,0.14316118421421842,3.8653519737838975
0.3988,-0.664,4.080093750105225,0.14316118421421842,3.9369325658910066
0.458,-0.7042,4.151674342212334,0.14316118421421842,4.008513157998116
0.5199,-0.7401,4.223254934319443,0.14316118421421842,4.080093750105225
0.5842,-0.7714,4.294835526426552,0.14316118421421842,4.151674342212334
0.6507,-0.7981,4.366416118533661,0.14316118421421842,4.223254934319443
0.7188,-0.8199,4.437996710640771,0.14316118421421842,4.294835526426553
0.7883,-0.8368,4.50957730274788,0.14316118421421842,4.366416118533662
0.8589,-0.8487,4.581157894854989,0.14316118421421842,4.437996710640771
0.9302,-0.8555,4.6527384869620985,0.14316118421421842,4.50957730274788
1.0017,-0.8573,4.724319079069208,0.14316118421421842,4.581157894854989
1.0732,-0.8538,4.795899671176317,0.14316118421421842,4.6527384869620985
1.1442,-0.8453,4.867480263283426,0.14316118421421842,4.724319079069208
1.2145,-0.8317,4.939060855390535,0.14316118421421842,4.795899671176317
1.2836,-0.8132,5.010641447497644,0.14316118421421842,4.867480263283426
1.3512,-0.7897,5.082222039604754,0.14316118421421842,4.939060855390536
1.417,-0.7615,5.153802631711863,0.14316118421421842,5.010641447497645
1.4806,-0.7286,5.225383223818972,0.14316118421421842,5.082222039604754
1.5416,-0.6913,5.296963815926081,0.14316118421421842,5.153802631711863
1.5998,-0.6497,5.36854440803319,0.14316118421421842,5.225383223818972
1.655,-0.604,5.440125000140299,0.14316118421421842,5.296963815926081
1.7066,-0.5545,5.5117055922474085,0.14316118421421842,5.36854440803319
1.7547,-0.5015,5.5832861843545185,0.14316118421421842,5.4401250001403
1.7988,-0.4451,5.654866776461628,0.14316118421421842,5.511705592247409
1.8388,-0.3857,5.726447368568737,0.14316118421421842,5.5832861843545185
1.8744,-0.3237,5.798027960675846,0.14316118421421842,5.654866776461628
1.9541,0.4262,0.21474177632132763,0.21474177632132763,0.0
1.9363,0.4955,0.28632236842843684,0.21474177632132763,0.07158059210710921
1.9137,0.5634,0.35790296053554604,0.21474177632132763,0.14316118421421842
1.8862,0.6295,0.42948355264265525,0.21474177632132763,0.21474177632132763
1.8541,0.6935,0.5010641447497645,0.21474177632132763,0.28632236842843684
1.8175,0.755,0.5726447368568737,0.21474177632132763,0.35790296053554604
1.7766,0.8137,0.6442253289639829,0.21474177632132763,0.42948355264265525
1.7316,0.8693,0.7158059210710921,0.21474177632132763,0.5010641447497645
1.6827,0.9216,0.7873865131782013,0.21474177632132763,0.5726447368568737
1.6303,0.9703,0.8589671052853105,0.21474177632132763,0.6442253289639829
1.5744,1.015,0.9305476973924197,0.21474177632132763,0.7158059210710921
1.5155,1.0557,1.002128289499529,0.21474177632132763,0.7873865131782013
1.4539,1.0921,1.0737088816066382,0.21474177632132763,0.8589671052853105
1.3898,1.1239,1.1452894737137473,0.21474177632132763,0.9305476973924197
1.3236,1.1511,1.2168700658208564,0.21474177632132763,1.002128289499529
1.2556,1.1735,1.288450657927966,0.21474177632132763,1.0737088816066382
1.1862,1.191,1.360031250035075,0.21474177632132763,1.1452894737137473
1.1158,1.2034,1.4316118421421842,0.21474177632132763,1.2168700658208564
1.0446,1.2108,1.5031924342492933,0.21474177632132763,1.2884506579279658
0.9731,1.2131,1.5747730263564028,0.21474177632132763,1.360031250035075
0.9015,1.2102,1.646353618463512,0.21474177632132763,1.4316118421421842
0.8304,1.2023,1.717934210570621,0.21474177632132763,1.5031924342492933
0.7601,1.1893,1.78951480267773,0.21474177632132763,1.5747730263564026
0.6908,1.1713,1.8610953947848397,0.21474177632132763,1.646353618463512
0.623,1.1483,1.9326759868919487,0.21474177632132763,1.717934210570621
0.557,1.1206,2.004256578999058,0.21474177632132763,1.78951480267773
0.4932,1.0882,2.075837171106167,0.21474177632132763,1.8610953947848394
0.4318,1.0514,2.1474177632132765,0.21474177632132763,1.9326759868919487
0.3733,1.0103,2.2189983553203856,0.21474177632132763,2.004256578999058
0.3178,0.965,2.2905789474274947,0.21474177632132763,2.075837171106167
0.2657,0.916,2.3621595395346042,0.21474177632132763,2.1474177632132765
0.2173,0.8633,2.4337401316417133,0.21474177632132763,2.2189983553203856
0.1727,0.8073,2.5053207237488224,0.21474177632132763,2.2905789474274947
0.1323,0.7483,2.5769013158559315,0.21474177632132763,2.362159539534604
0.0962,0.6865,2.6484819079630406,0.21474177632132763,2.433740131641713
0.0646,0.6223,2.72006250007015,0.21474177632132763,2.5053207237488224
0.0376,0.5559,2.7916430921772593,0.21474177632132763,2.5769013158559315
0.0155,0.4879,2.8632236842843684,0.21474177632132763,2.6484819079630406
-0.0017,0.4184,2.934804276391478,0.21474177632132763,2.72006250007015
-0.0138,0.3479,3.006384868498587,0.21474177632132763,2.7916430921772593
-0.0209,0.2767,3.077965460605696,0.21474177632132763,2.8632236842843684
-0.0229,0.2051,3.149546052712805,0.21474177632132763,2.9348042763914775
-0.0198,0.1336,3.2211266448199143,0.21474177632132763,3.0063848684985865
-0.0116,0.0626,3.292707236927024,0.21474177632132763,3.077965460605696
0.0017,-0.0078,3.364287829034133,0.21474177632132763,3.149546052712805
0.02,-0.077,3.435868421141242,0.21474177632132763,3.2211266448199143
0.0432,-0.1447,3.5074490132483516,0.21474177632132763,3.292707236927024
0.0712,-0.2105,3.5790296053554607,0.21474177632132763,3.364287829034133
0.1038,-0.2742,3.6506101974625698,0.21474177632132763,3.435868421141242
0.1409,-0.3354,3.722190789569679,0.21474177632132763,3.507449013248351
0.1823,-0.3938,3.793771381676788,0.21474177632132763,3.57902960535546
0.2277,-0.4491,3.8653519737838975,0.21474177632132763,3.6506101974625698
0.277,-0.501,3.9369325658910066,0.21474177632132763,3.722190789569679
0.3299,-0.5492,4.008513157998116,0.21474177632132763,3.793771381676788
0.386,-0.5936,4.080093750105225,0.21474177632132763,3.8653519737838975
0.4452,-0.6338,4.151674342212334,0.21474177632132763,3.9369325658910066
0.5072,-0.6696,4.223254934319443,0.21474177632132763,4.008513157998116
0.5715,-0.701,4.294835526426552,0.21474177632132763,4.080093750105225
0.6379,-0.7277,4.366416118533661,0.21474177632132763,4.151674342212334
0.7061,-0.7495,4.43799671064077,0.21474177632132763,4.223254934319443
0.7756,-0.7664,4.50957730274788,0.21474177632132763,4.294835526426553
0.8462,-0.7783,4.581157894854989,0.21474177632132763,4.366416118533662
0.9174,-0.7851,4.6527384869620985,0.21474177632132763,4.437996710640771
0.989,-0.7868,4.724319079069208,0.21474177632132763,4.50957730274788
1.0604,-0.7834,4.795899671176317,0.21474177632132763,4.581157894854989
1.1315,-0.7749,4.867480263283426,0.21474177632132763,4.6527384869620985
1.2018,-0.7613,4.939060855390535,0.21474177632132763,4.724319079069208
1.2709,-0.7428,5.010641447497644,0.21474177632132763,4.795899671176317
1.3385,-0.7193,5.082222039604753,0.21474177632132763,4.867480263283426
1.4042,-0.6911,5.153802631711863,0.21474177632132763,4.939060855390536
1.4678,-0.6582,5.225383223818972,0.21474177632132763,5.010641447497645
1.5289,-0.6209,5.296963815926081,0.21474177632132763,5.082222039604754
1.5871,-0.5792,5.36854440803319,0.21474177632132763,5.153802631711863
1.6422,-0.5336,5.440125000140299,0.21474177632132763,5.225383223818972
1.6939,-0.4841,5.5117055922474085,0.21474177632132763,5.296963815926081
1.7419,-0.431,5.583286184354518,0.21474177632132763,5.36854440803319
1.786,-0.3747,5.654866776461628,0.21474177632132763,5.4401250001403
1.826,-0.3153,5.726447368568737,0.21474177632132763,5.511705592247409
1.8616,-0.2533,5.798027960675846,0.21474177632132763,5.5832861843545185
1.8927,-0.1888,5.869608552782955,0.21474177632132763,5.654866776461628
1.9186,0.5649,0.28632236842843684,0.28632236842843684,0.0
1.8959,0.6327,0.35790296053554604,0.28632236842843684,0.07158059210710921
1.8685,0.6988,0.42948355264265525,0.28632236842843684,0.14316118421421842
1.8364,0.7628,0.5010641447497645,0.28632236842843684,0.21474177632132763
1.7998,0.8243,0.5726447368568737,0.28632236842843684,0.28632236842843684
1.7589,0.883,0.6442253289639829,0.28632236842843684,0.35790296053554604
1.7139,0.9387,0.7158059210710921,0.28632236842843684,0.42948355264265525
1.665,0.9909,0.7873865131782013,0.28632236842843684,0.5010641447497645
1.6125,1.0396,0.8589671052853105,0.28632236842843684,0.5726447368568737
1.5567,1.0844,0.9305476973924197,0.28632236842843684,0.6442253289639829
1.4978,1.125,1.002128289499529,0.28632236842843684,0.7158059210710921
1.4362,1.1614,1.0737088816066382,0.28632236842843684,0.7873865131782013
1.3721,1.1933,1.1452894737137473,0.28632236842843684,0.8589671052853105
1.3059,1.2204,1.2168700658208564,0.28632236842843684,0.9305476973924197
1.2379,1.2428,1.2884506579279658,0.28632236842843684,1.002128289499529
1.1685,1.2603,1.360031250035075,0.28632236842843684,1.0737088816066382
1.098,1.2728,1.4316118421421842,0.28632236842843684,1.1452894737137473
1.0268,1.2801,1.5031924342492933,0.28632236842843684,1.2168700658208564
0.9553,1.2824,1.5747730263564026,0.28632236842843684,1.2884506579279658
0.8838,1.2796,1.646353618463512,0.28632236842843684,1.360031250035075
0.8127,1.2716,1.717934210570621,0.28632236842843684,1.4316118421421842
0.7423,1.2586,1.78951480267773,0.28632236842843684,1.5031924342492933
0.6731,1.2406,1.8610953947848394,0.28632236842843684,1.5747730263564026
0.6053,1.2177,1.9326759868919487,0.28632236842843684,1.646353618463512
0.5393,1.1899,2.004256578999058,0.28632236842843684,1.717934210570621
0.4754,1.1576,2.075837171106167,0.28632236842843684,1.78951480267773
0.4141,1.1207,2.1474177632132765,0.28632236842843684,1.8610953947848394
0.3555,1.0796,2.2189983553203856,0.28632236842843684,1.9326759868919487
0.3001,1.0344,2.2905789474274947,0.28632236842843684,2.004256578999058
0.248,0.9853,2.362159539534604,0.28632236842843684,2.075837171106167
0.1995,0.9326,2.4337401316417133,0.28632236842843684,2.1474177632132765
0.155,0.8766,2.5053207237488224,0.28632236842843684,2.2189983553203856
0.1145,0.8176,2.5769013158559315,0.28632236842843684,2.2905789474274947
0.0784,0.7558,2.6484819079630406,0.28632236842843684,2.362159539534604
0.0468,0.6916,2.7200625000701497,0.28632236842843684,2.433740131641713
0.0199,0.6253,2.7916430921772593,0.28632236842843684,2.5053207237488224
-0.0022,0.5572,2.8632236842843684,0.28632236842843684,2.5769013158559315
-0.0194,0.4877,2.9348042763914775,0.28632236842843684,2.6484819079630406
-0.0316,0.4172,3.006384868498587,0.28632236842843684,2.72006250007015
-0.0387,0.346,3.077965460605696,0.28632236842843684,2.7916430921772593
-0.0407,0.2745,3.149546052712805,0.28632236842843684,2.8632236842843684
-0.0375,0.203,3.2211266448199143,0.28632236842843684,2.9348042763914775
-0.0293,0.1319,3.2927072369270234,0.28632236842843684,3.0063848684985865
-0.016,0.0616,3.364287829034133,0.28632236842843684,3.077965460605696
0.0023,-0.0076,3.435868421141242,0.28632236842843684,3.149546052712805
0.0255,-0.0753,3.507449013248351,0.28632236842843684,3.2211266448199143
0.0534,-0.1412,3.5790296053554607,0.28632236842843684,3.292707236927024
0.0861,-0.2049,3.6506101974625698,0.28632236842843684,3.364287829034133
0.1232,-0.2661,3.722190789569679,0.28632236842843684,3.435868421141242
0.1645,-0.3245,3.793771381676788,0.28632236842843684,3.507449013248351
0.21,-0.3798,3.865351973783897,0.28632236842843684,3.57902960535546
0.2592,-0.4317,3.9369325658910066,0.28632236842843684,3.6506101974625698
0.3121,-0.4799,4.008513157998116,0.28632236842843684,3.722190789569679
0.3683,-0.5242,4.080093750105225,0.28632236842843684,3.793771381676788
0.4275,-0.5644,4.151674342212335,0.28632236842843684,3.8653519737838975
0.4894,-0.6003,4.223254934319444,0.28632236842843684,3.9369325658910066
0.5538,-0.6317,4.294835526426553,0.28632236842843684,4.008513157998116
0.6202,-0.6583,4.366416118533662,0.28632236842843684,4.080093750105225
0.6883,-0.6802,4.437996710640771,0.28632236842843684,4.151674342212334
0.7579,-0.6971,4.50957730274788,0.28632236842843684,4.223254934319443
0.8284,-0.709,4.581157894854989,0.28632236842843684,4.294835526426553
0.8997,-0.7158,4.6527384869620985,0.28632236842843684,4.366416118533662
0.9712,-0.7175,4.724319079069208,0.28632236842843684,4.437996710640771
1.0427,-0.7141,4.795899671176317,0.28632236842843684,4.50957730274788
1.1138,-0.7056,4.867480263283426,0.28632236842843684,4.581157894854989
1.184,-0.692,4.939060855390535,0.28632236842843684,4.6527384869620985
1.2531,-0.6734,5.010641447497644,0.28632236842843684,4.724319079069208
1.3207,-0.65,5.082222039604753,0.28632236842843684,4.795899671176317
1.3865,-0.6217,5.153802631711862,0.28632236842843684,4.867480263283426
1.4501,-0.5889,5.225383223818973,0.28632236842843684,4.939060855390536
1.5111,-0.5515,5.296963815926082,0.28632236842843684,5.010641447497645
1.5694,-0.5099,5.368544408033191,0.28632236842843684,5.082222039604754
1.6245,-0.4643,5.4401250001403,0.28632236842843684,5.153802631711863
1.6762,-0.4148,5.511705592247409,0.28632236842843684,5.225383223818972
1.7242,-0.3617,5.5832861843545185,0.28632236842843684,5.296963815926081
1.7683,-0.3054,5.654866776461628,0.28632236842843684,5.36854440803319
